"Date","Source","Site ID","POC","Daily Mean PM2.5 Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"01/08/2023","AirNow","211110067","3","10.9","ug/m3 LC","45","CANNONS LANE","1","100.0000","88101","PM2.5 - Local Conditions","31140","Louisville/Jefferson County, KY-IN","21","Kentucky","111","Jefferson","38.2287600009174","-85.65452"
"01/09/2023","AirNow","211110067","3","14","ug/m3 LC","55","CANNONS LANE","1","100.0000","88101","PM2.5 - Local Conditions","31140","Louisville/Jefferson County, KY-IN","21","Kentucky","111","Jefferson","38.2287600009174","-85.65452"
"01/10/2023","AirNow","211110067","3","11.6","ug/m3 LC","48","CANNONS LANE","1","100.0000","88101","PM2.5 - Local Conditions","31140","Louisville/Jefferson County, KY-IN","21","Kentucky","111","Jefferson","38.2287600009174","-85.65452"
"01/11/2023","AirNow","211110067","3","16.1","ug/m3 LC","59","CANNONS LANE","1","100.0000","88101","PM2.5 - Local Conditions","31140","Louisville/Jefferson County, KY-IN","21","Kentucky","111","Jefferson","38.2287600009174","-85.65452"
"01/12/2023","AirNow","211110067","3","9.1","ug/m3 LC","38","CANNONS LANE","1","100.0000","88101","PM2.5 - Local Conditions","31140","Louisville/Jefferson County, KY-IN","21","Kentucky","111","Jefferson","38.2287600009174","-85.65452"
"01/13/2023","AirNow","211110067","3","4.4","ug/m3 LC","18","CANNONS LANE","1","100.0000","88101","PM2.5 - Local Conditions","31140","Louisville/Jefferson County, KY-IN","21","Kentucky","111","Jefferson","38.2287600009174","-85.65452"
"01/14/2023","AirNow","211110067","3","6.3","ug/m3 LC","26","CANNONS LANE","1","100.0000","88101","PM2.5 - Local Conditions","31140","Louisville/Jefferson County, KY-IN","21","Kentucky","111","Jefferson","38.2287600009174","-85.65452"
"01/15/2023","AirNow","211110067","3","10.8","ug/m3 LC","45","CANNONS LANE","1","100.0000","88101","PM2.5 - Local Conditions","31140","Louisville/Jefferson County, KY-IN","21","Kentucky","111","Jefferson","38.2287600009174","-85.65452"
"01/16/2023","AirNow","211110067","3","5.5","ug/m3 LC","23","CANNONS LANE","1","100.0000","88101","PM2.5 - Local Conditions","31140","Louisville/Jefferson County, KY-IN","21","Kentucky","111","Jefferson","38.2287600009174","-85.65452"
"01/17/2023","AirNow","211110067","3","5.3","ug/m3 LC","22","CANNONS LANE","1","100.0000","88101","PM2.5 - Local Conditions","31140","Louisville/Jefferson County, KY-IN","21","Kentucky","111","Jefferson","38.2287600009174","-85.65452"
"01/18/2023","AirNow","211110067","3","12.1","ug/m3 LC","51","CANNONS LANE","1","100.0000","88101","PM2.5 - Local Conditions","31140","Louisville/Jefferson County, KY-IN","21","Kentucky","111","Jefferson","38.2287600009174","-85.65452"
"01/19/2023","AirNow","211110067","3","4.6","ug/m3 LC","19","CANNONS LANE","1","100.0000","88101","PM2.5 - Local Conditions","31140","Louisville/Jefferson County, KY-IN","21","Kentucky","111","Jefferson","38.2287600009174","-85.65452"
"01/20/2023","AirNow","211110067","3","5.1","ug/m3 LC","21","CANNONS LANE","1","100.0000","88101","PM2.5 - Local Conditions","31140","Louisville/Jefferson County, KY-IN","21","Kentucky","111","Jefferson","38.2287600009174","-85.65452"
"01/21/2023","AirNow","211110067","3","8.6","ug/m3 LC","36","CANNONS LANE","1","100.0000","88101","PM2.5 - Local Conditions","31140","Louisville/Jefferson County, KY-IN","21","Kentucky","111","Jefferson","38.2287600009174","-85.65452"
"01/22/2023","AirNow","211110067","3","11","ug/m3 LC","46","CANNONS LANE","1","100.0000","88101","PM2.5 - Local Conditions","31140","Louisville/Jefferson County, KY-IN","21","Kentucky","111","Jefferson","38.2287600009174","-85.65452"
"01/23/2023","AirNow","211110067","3","11.3","ug/m3 LC","47","CANNONS LANE","1","100.0000","88101","PM2.5 - Local Conditions","31140","Louisville/Jefferson County, KY-IN","21","Kentucky","111","Jefferson","38.2287600009174","-85.65452"
"01/24/2023","AirNow","211110067","3","10.9","ug/m3 LC","45","CANNONS LANE","1","100.0000","88101","PM2.5 - Local Conditions","31140","Louisville/Jefferson County, KY-IN","21","Kentucky","111","Jefferson","38.2287600009174","-85.65452"
"01/25/2023","AirNow","211110067","3","4.6","ug/m3 LC","19","CANNONS LANE","1","100.0000","88101","PM2.5 - Local Conditions","31140","Louisville/Jefferson County, KY-IN","21","Kentucky","111","Jefferson","38.2287600009174","-85.65452"
"01/26/2023","AirNow","211110067","3","8.2","ug/m3 LC","34","CANNONS LANE","1","100.0000","88101","PM2.5 - Local Conditions","31140","Louisville/Jefferson County, KY-IN","21","Kentucky","111","Jefferson","38.2287600009174","-85.65452"
"01/27/2023","AirNow","211110067","3","5.1","ug/m3 LC","21","CANNONS LANE","1","100.0000","88101","PM2.5 - Local Conditions","31140","Louisville/Jefferson County, KY-IN","21","Kentucky","111","Jefferson","38.2287600009174","-85.65452"
"01/28/2023","AirNow","211110067","3","3.9","ug/m3 LC","16","CANNONS LANE","1","100.0000","88101","PM2.5 - Local Conditions","31140","Louisville/Jefferson County, KY-IN","21","Kentucky","111","Jefferson","38.2287600009174","-85.65452"
"01/29/2023","AirNow","211110067","3","8.7","ug/m3 LC","36","CANNONS LANE","1","100.0000","88101","PM2.5 - Local Conditions","31140","Louisville/Jefferson County, KY-IN","21","Kentucky","111","Jefferson","38.2287600009174","-85.65452"
"01/30/2023","AirNow","211110067","3","12.2","ug/m3 LC","51","CANNONS LANE","1","100.0000","88101","PM2.5 - Local Conditions","31140","Louisville/Jefferson County, KY-IN","21","Kentucky","111","Jefferson","38.2287600009174","-85.65452"
"01/31/2023","AirNow","211110067","3","12.5","ug/m3 LC","52","CANNONS LANE","1","100.0000","88101","PM2.5 - Local Conditions","31140","Louisville/Jefferson County, KY-IN","21","Kentucky","111","Jefferson","38.2287600009174","-85.65452"
"02/01/2023","AirNow","211110067","3","16.1","ug/m3 LC","59","CANNONS LANE","1","100.0000","88101","PM2.5 - Local Conditions","31140","Louisville/Jefferson County, KY-IN","21","Kentucky","111","Jefferson","38.2287600009174","-85.65452"
"02/02/2023","AirNow","211110067","3","17.7","ug/m3 LC","63","CANNONS LANE","1","100.0000","88101","PM2.5 - Local Conditions","31140","Louisville/Jefferson County, KY-IN","21","Kentucky","111","Jefferson","38.2287600009174","-85.65452"
"02/03/2023","AirNow","211110067","3","10.4","ug/m3 LC","43","CANNONS LANE","1","100.0000","88101","PM2.5 - Local Conditions","31140","Louisville/Jefferson County, KY-IN","21","Kentucky","111","Jefferson","38.2287600009174","-85.65452"
"02/04/2023","AirNow","211110067","3","6.6","ug/m3 LC","28","CANNONS LANE","1","100.0000","88101","PM2.5 - Local Conditions","31140","Louisville/Jefferson County, KY-IN","21","Kentucky","111","Jefferson","38.2287600009174","-85.65452"
"02/05/2023","AirNow","211110067","3","6.2","ug/m3 LC","26","CANNONS LANE","1","100.0000","88101","PM2.5 - Local Conditions","31140","Louisville/Jefferson County, KY-IN","21","Kentucky","111","Jefferson","38.2287600009174","-85.65452"
"02/06/2023","AirNow","211110067","3","8.9","ug/m3 LC","37","CANNONS LANE","1","100.0000","88101","PM2.5 - Local Conditions","31140","Louisville/Jefferson County, KY-IN","21","Kentucky","111","Jefferson","38.2287600009174","-85.65452"
"02/07/2023","AirNow","211110067","3","9.5","ug/m3 LC","40","CANNONS LANE","1","100.0000","88101","PM2.5 - Local Conditions","31140","Louisville/Jefferson County, KY-IN","21","Kentucky","111","Jefferson","38.2287600009174","-85.65452"
"02/08/2023","AirNow","211110067","3","12.3","ug/m3 LC","51","CANNONS LANE","1","100.0000","88101","PM2.5 - Local Conditions","31140","Louisville/Jefferson County, KY-IN","21","Kentucky","111","Jefferson","38.2287600009174","-85.65452"
"02/09/2023","AirNow","211110067","3","8.3","ug/m3 LC","35","CANNONS LANE","1","100.0000","88101","PM2.5 - Local Conditions","31140","Louisville/Jefferson County, KY-IN","21","Kentucky","111","Jefferson","38.2287600009174","-85.65452"
"02/10/2023","AirNow","211110067","3","9","ug/m3 LC","38","CANNONS LANE","1","100.0000","88101","PM2.5 - Local Conditions","31140","Louisville/Jefferson County, KY-IN","21","Kentucky","111","Jefferson","38.2287600009174","-85.65452"
"02/11/2023","AirNow","211110067","3","12.9","ug/m3 LC","53","CANNONS LANE","1","100.0000","88101","PM2.5 - Local Conditions","31140","Louisville/Jefferson County, KY-IN","21","Kentucky","111","Jefferson","38.2287600009174","-85.65452"
"02/12/2023","AirNow","211110067","3","6.9","ug/m3 LC","29","CANNONS LANE","1","100.0000","88101","PM2.5 - Local Conditions","31140","Louisville/Jefferson County, KY-IN","21","Kentucky","111","Jefferson","38.2287600009174","-85.65452"
"02/13/2023","AirNow","211110067","3","9.1","ug/m3 LC","38","CANNONS LANE","1","100.0000","88101","PM2.5 - Local Conditions","31140","Louisville/Jefferson County, KY-IN","21","Kentucky","111","Jefferson","38.2287600009174","-85.65452"
"02/14/2023","AirNow","211110067","3","8.9","ug/m3 LC","37","CANNONS LANE","1","100.0000","88101","PM2.5 - Local Conditions","31140","Louisville/Jefferson County, KY-IN","21","Kentucky","111","Jefferson","38.2287600009174","-85.65452"
"02/15/2023","AirNow","211110067","3","10.3","ug/m3 LC","43","CANNONS LANE","1","100.0000","88101","PM2.5 - Local Conditions","31140","Louisville/Jefferson County, KY-IN","21","Kentucky","111","Jefferson","38.2287600009174","-85.65452"
"02/16/2023","AirNow","211110067","3","5.7","ug/m3 LC","24","CANNONS LANE","1","100.0000","88101","PM2.5 - Local Conditions","31140","Louisville/Jefferson County, KY-IN","21","Kentucky","111","Jefferson","38.2287600009174","-85.65452"
"02/17/2023","AirNow","211110067","3","3.4","ug/m3 LC","14","CANNONS LANE","1","100.0000","88101","PM2.5 - Local Conditions","31140","Louisville/Jefferson County, KY-IN","21","Kentucky","111","Jefferson","38.2287600009174","-85.65452"
"02/18/2023","AirNow","211110067","3","6.9","ug/m3 LC","29","CANNONS LANE","1","100.0000","88101","PM2.5 - Local Conditions","31140","Louisville/Jefferson County, KY-IN","21","Kentucky","111","Jefferson","38.2287600009174","-85.65452"
"02/19/2023","AirNow","211110067","3","5","ug/m3 LC","21","CANNONS LANE","1","100.0000","88101","PM2.5 - Local Conditions","31140","Louisville/Jefferson County, KY-IN","21","Kentucky","111","Jefferson","38.2287600009174","-85.65452"
"02/20/2023","AirNow","211110067","3","10.2","ug/m3 LC","43","CANNONS LANE","1","100.0000","88101","PM2.5 - Local Conditions","31140","Louisville/Jefferson County, KY-IN","21","Kentucky","111","Jefferson","38.2287600009174","-85.65452"
"02/21/2023","AirNow","211110067","3","7.5","ug/m3 LC","31","CANNONS LANE","1","100.0000","88101","PM2.5 - Local Conditions","31140","Louisville/Jefferson County, KY-IN","21","Kentucky","111","Jefferson","38.2287600009174","-85.65452"
"02/22/2023","AirNow","211110067","3","7","ug/m3 LC","29","CANNONS LANE","1","100.0000","88101","PM2.5 - Local Conditions","31140","Louisville/Jefferson County, KY-IN","21","Kentucky","111","Jefferson","38.2287600009174","-85.65452"
"02/23/2023","AirNow","211110067","3","6.4","ug/m3 LC","27","CANNONS LANE","1","100.0000","88101","PM2.5 - Local Conditions","31140","Louisville/Jefferson County, KY-IN","21","Kentucky","111","Jefferson","38.2287600009174","-85.65452"
"02/24/2023","AirNow","211110067","3","7.7","ug/m3 LC","32","CANNONS LANE","1","100.0000","88101","PM2.5 - Local Conditions","31140","Louisville/Jefferson County, KY-IN","21","Kentucky","111","Jefferson","38.2287600009174","-85.65452"
"02/25/2023","AirNow","211110067","3","8.5","ug/m3 LC","35","CANNONS LANE","1","100.0000","88101","PM2.5 - Local Conditions","31140","Louisville/Jefferson County, KY-IN","21","Kentucky","111","Jefferson","38.2287600009174","-85.65452"
"02/26/2023","AirNow","211110067","3","13.2","ug/m3 LC","53","CANNONS LANE","1","100.0000","88101","PM2.5 - Local Conditions","31140","Louisville/Jefferson County, KY-IN","21","Kentucky","111","Jefferson","38.2287600009174","-85.65452"
"02/27/2023","AirNow","211110067","3","11.3","ug/m3 LC","47","CANNONS LANE","1","100.0000","88101","PM2.5 - Local Conditions","31140","Louisville/Jefferson County, KY-IN","21","Kentucky","111","Jefferson","38.2287600009174","-85.65452"
"02/28/2023","AirNow","211110067","3","5","ug/m3 LC","21","CANNONS LANE","1","100.0000","88101","PM2.5 - Local Conditions","31140","Louisville/Jefferson County, KY-IN","21","Kentucky","111","Jefferson","38.2287600009174","-85.65452"
"03/01/2023","AirNow","211110067","3","14.2","ug/m3 LC","55","CANNONS LANE","1","100.0000","88101","PM2.5 - Local Conditions","31140","Louisville/Jefferson County, KY-IN","21","Kentucky","111","Jefferson","38.2287600009174","-85.65452"
"03/02/2023","AirNow","211110067","3","7.4","ug/m3 LC","31","CANNONS LANE","1","100.0000","88101","PM2.5 - Local Conditions","31140","Louisville/Jefferson County, KY-IN","21","Kentucky","111","Jefferson","38.2287600009174","-85.65452"
"03/03/2023","AirNow","211110067","3","4.3","ug/m3 LC","18","CANNONS LANE","1","100.0000","88101","PM2.5 - Local Conditions","31140","Louisville/Jefferson County, KY-IN","21","Kentucky","111","Jefferson","38.2287600009174","-85.65452"
"03/04/2023","AirNow","211110067","3","11.6","ug/m3 LC","48","CANNONS LANE","1","100.0000","88101","PM2.5 - Local Conditions","31140","Louisville/Jefferson County, KY-IN","21","Kentucky","111","Jefferson","38.2287600009174","-85.65452"
"03/05/2023","AirNow","211110067","3","20.3","ug/m3 LC","68","CANNONS LANE","1","100.0000","88101","PM2.5 - Local Conditions","31140","Louisville/Jefferson County, KY-IN","21","Kentucky","111","Jefferson","38.2287600009174","-85.65452"
"01/01/2023","AirNow","211110075","3","13.9","ug/m3 LC","55","Durrett Lane (Near Road)","1","100.0000","88101","PM2.5 - Local Conditions","31140","Louisville/Jefferson County, KY-IN","21","Kentucky","111","Jefferson","38.1936","-85.7119"
"01/02/2023","AirNow","211110075","3","11.8","ug/m3 LC","49","Durrett Lane (Near Road)","1","100.0000","88101","PM2.5 - Local Conditions","31140","Louisville/Jefferson County, KY-IN","21","Kentucky","111","Jefferson","38.1936","-85.7119"
"01/03/2023","AirNow","211110075","3","4.7","ug/m3 LC","20","Durrett Lane (Near Road)","1","100.0000","88101","PM2.5 - Local Conditions","31140","Louisville/Jefferson County, KY-IN","21","Kentucky","111","Jefferson","38.1936","-85.7119"
"01/04/2023","AirNow","211110075","3","5.4","ug/m3 LC","23","Durrett Lane (Near Road)","1","100.0000","88101","PM2.5 - Local Conditions","31140","Louisville/Jefferson County, KY-IN","21","Kentucky","111","Jefferson","38.1936","-85.7119"
"01/05/2023","AirNow","211110075","3","6.6","ug/m3 LC","28","Durrett Lane (Near Road)","1","100.0000","88101","PM2.5 - Local Conditions","31140","Louisville/Jefferson County, KY-IN","21","Kentucky","111","Jefferson","38.1936","-85.7119"
"01/06/2023","AirNow","211110075","3","10.4","ug/m3 LC","43","Durrett Lane (Near Road)","1","100.0000","88101","PM2.5 - Local Conditions","31140","Louisville/Jefferson County, KY-IN","21","Kentucky","111","Jefferson","38.1936","-85.7119"
"01/07/2023","AirNow","211110075","3","14","ug/m3 LC","55","Durrett Lane (Near Road)","1","100.0000","88101","PM2.5 - Local Conditions","31140","Louisville/Jefferson County, KY-IN","21","Kentucky","111","Jefferson","38.1936","-85.7119"
"01/08/2023","AirNow","211110075","3","12.3","ug/m3 LC","51","Durrett Lane (Near Road)","1","100.0000","88101","PM2.5 - Local Conditions","31140","Louisville/Jefferson County, KY-IN","21","Kentucky","111","Jefferson","38.1936","-85.7119"
"01/09/2023","AirNow","211110075","3","15.5","ug/m3 LC","58","Durrett Lane (Near Road)","1","100.0000","88101","PM2.5 - Local Conditions","31140","Louisville/Jefferson County, KY-IN","21","Kentucky","111","Jefferson","38.1936","-85.7119"
"01/10/2023","AirNow","211110075","3","14.8","ug/m3 LC","57","Durrett Lane (Near Road)","1","100.0000","88101","PM2.5 - Local Conditions","31140","Louisville/Jefferson County, KY-IN","21","Kentucky","111","Jefferson","38.1936","-85.7119"
"01/11/2023","AirNow","211110075","3","18.1","ug/m3 LC","64","Durrett Lane (Near Road)","1","100.0000","88101","PM2.5 - Local Conditions","31140","Louisville/Jefferson County, KY-IN","21","Kentucky","111","Jefferson","38.1936","-85.7119"
"01/12/2023","AirNow","211110075","3","10.6","ug/m3 LC","44","Durrett Lane (Near Road)","1","100.0000","88101","PM2.5 - Local Conditions","31140","Louisville/Jefferson County, KY-IN","21","Kentucky","111","Jefferson","38.1936","-85.7119"
"01/13/2023","AirNow","211110075","3","5.4","ug/m3 LC","23","Durrett Lane (Near Road)","1","100.0000","88101","PM2.5 - Local Conditions","31140","Louisville/Jefferson County, KY-IN","21","Kentucky","111","Jefferson","38.1936","-85.7119"
"01/14/2023","AirNow","211110075","3","7.5","ug/m3 LC","31","Durrett Lane (Near Road)","1","100.0000","88101","PM2.5 - Local Conditions","31140","Louisville/Jefferson County, KY-IN","21","Kentucky","111","Jefferson","38.1936","-85.7119"
"01/15/2023","AirNow","211110075","3","12.5","ug/m3 LC","52","Durrett Lane (Near Road)","1","100.0000","88101","PM2.5 - Local Conditions","31140","Louisville/Jefferson County, KY-IN","21","Kentucky","111","Jefferson","38.1936","-85.7119"
"01/16/2023","AirNow","211110075","3","7.5","ug/m3 LC","31","Durrett Lane (Near Road)","1","100.0000","88101","PM2.5 - Local Conditions","31140","Louisville/Jefferson County, KY-IN","21","Kentucky","111","Jefferson","38.1936","-85.7119"
"01/17/2023","AirNow","211110075","3","7.6","ug/m3 LC","32","Durrett Lane (Near Road)","1","100.0000","88101","PM2.5 - Local Conditions","31140","Louisville/Jefferson County, KY-IN","21","Kentucky","111","Jefferson","38.1936","-85.7119"
"01/18/2023","AirNow","211110075","3","14.7","ug/m3 LC","56","Durrett Lane (Near Road)","1","100.0000","88101","PM2.5 - Local Conditions","31140","Louisville/Jefferson County, KY-IN","21","Kentucky","111","Jefferson","38.1936","-85.7119"
"01/19/2023","AirNow","211110075","3","5.3","ug/m3 LC","22","Durrett Lane (Near Road)","1","100.0000","88101","PM2.5 - Local Conditions","31140","Louisville/Jefferson County, KY-IN","21","Kentucky","111","Jefferson","38.1936","-85.7119"
"01/20/2023","AirNow","211110075","3","5.8","ug/m3 LC","24","Durrett Lane (Near Road)","1","100.0000","88101","PM2.5 - Local Conditions","31140","Louisville/Jefferson County, KY-IN","21","Kentucky","111","Jefferson","38.1936","-85.7119"
"01/21/2023","AirNow","211110075","3","10.1","ug/m3 LC","42","Durrett Lane (Near Road)","1","100.0000","88101","PM2.5 - Local Conditions","31140","Louisville/Jefferson County, KY-IN","21","Kentucky","111","Jefferson","38.1936","-85.7119"
"01/22/2023","AirNow","211110075","3","13.8","ug/m3 LC","55","Durrett Lane (Near Road)","1","100.0000","88101","PM2.5 - Local Conditions","31140","Louisville/Jefferson County, KY-IN","21","Kentucky","111","Jefferson","38.1936","-85.7119"
"01/23/2023","AirNow","211110075","3","12.9","ug/m3 LC","53","Durrett Lane (Near Road)","1","100.0000","88101","PM2.5 - Local Conditions","31140","Louisville/Jefferson County, KY-IN","21","Kentucky","111","Jefferson","38.1936","-85.7119"
"01/24/2023","AirNow","211110075","3","13.3","ug/m3 LC","54","Durrett Lane (Near Road)","1","100.0000","88101","PM2.5 - Local Conditions","31140","Louisville/Jefferson County, KY-IN","21","Kentucky","111","Jefferson","38.1936","-85.7119"
"01/25/2023","AirNow","211110075","3","5.8","ug/m3 LC","24","Durrett Lane (Near Road)","1","100.0000","88101","PM2.5 - Local Conditions","31140","Louisville/Jefferson County, KY-IN","21","Kentucky","111","Jefferson","38.1936","-85.7119"
"01/26/2023","AirNow","211110075","3","9.2","ug/m3 LC","38","Durrett Lane (Near Road)","1","100.0000","88101","PM2.5 - Local Conditions","31140","Louisville/Jefferson County, KY-IN","21","Kentucky","111","Jefferson","38.1936","-85.7119"
"01/27/2023","AirNow","211110075","3","6.4","ug/m3 LC","27","Durrett Lane (Near Road)","1","100.0000","88101","PM2.5 - Local Conditions","31140","Louisville/Jefferson County, KY-IN","21","Kentucky","111","Jefferson","38.1936","-85.7119"
"01/28/2023","AirNow","211110075","3","4.8","ug/m3 LC","20","Durrett Lane (Near Road)","1","100.0000","88101","PM2.5 - Local Conditions","31140","Louisville/Jefferson County, KY-IN","21","Kentucky","111","Jefferson","38.1936","-85.7119"
"01/29/2023","AirNow","211110075","3","10.1","ug/m3 LC","42","Durrett Lane (Near Road)","1","100.0000","88101","PM2.5 - Local Conditions","31140","Louisville/Jefferson County, KY-IN","21","Kentucky","111","Jefferson","38.1936","-85.7119"
"01/30/2023","AirNow","211110075","3","14","ug/m3 LC","55","Durrett Lane (Near Road)","1","100.0000","88101","PM2.5 - Local Conditions","31140","Louisville/Jefferson County, KY-IN","21","Kentucky","111","Jefferson","38.1936","-85.7119"
"01/31/2023","AirNow","211110075","3","13.9","ug/m3 LC","55","Durrett Lane (Near Road)","1","100.0000","88101","PM2.5 - Local Conditions","31140","Louisville/Jefferson County, KY-IN","21","Kentucky","111","Jefferson","38.1936","-85.7119"
"02/01/2023","AirNow","211110075","3","19.9","ug/m3 LC","67","Durrett Lane (Near Road)","1","100.0000","88101","PM2.5 - Local Conditions","31140","Louisville/Jefferson County, KY-IN","21","Kentucky","111","Jefferson","38.1936","-85.7119"
"02/02/2023","AirNow","211110075","3","19.4","ug/m3 LC","66","Durrett Lane (Near Road)","1","100.0000","88101","PM2.5 - Local Conditions","31140","Louisville/Jefferson County, KY-IN","21","Kentucky","111","Jefferson","38.1936","-85.7119"
"02/03/2023","AirNow","211110075","3","11.9","ug/m3 LC","50","Durrett Lane (Near Road)","1","100.0000","88101","PM2.5 - Local Conditions","31140","Louisville/Jefferson County, KY-IN","21","Kentucky","111","Jefferson","38.1936","-85.7119"
"02/04/2023","AirNow","211110075","3","8","ug/m3 LC","33","Durrett Lane (Near Road)","1","100.0000","88101","PM2.5 - Local Conditions","31140","Louisville/Jefferson County, KY-IN","21","Kentucky","111","Jefferson","38.1936","-85.7119"
"02/05/2023","AirNow","211110075","3","7.2","ug/m3 LC","30","Durrett Lane (Near Road)","1","100.0000","88101","PM2.5 - Local Conditions","31140","Louisville/Jefferson County, KY-IN","21","Kentucky","111","Jefferson","38.1936","-85.7119"
"02/06/2023","AirNow","211110075","3","11.6","ug/m3 LC","48","Durrett Lane (Near Road)","1","100.0000","88101","PM2.5 - Local Conditions","31140","Louisville/Jefferson County, KY-IN","21","Kentucky","111","Jefferson","38.1936","-85.7119"
"02/07/2023","AirNow","211110075","3","11.5","ug/m3 LC","48","Durrett Lane (Near Road)","1","100.0000","88101","PM2.5 - Local Conditions","31140","Louisville/Jefferson County, KY-IN","21","Kentucky","111","Jefferson","38.1936","-85.7119"
"02/08/2023","AirNow","211110075","3","13.7","ug/m3 LC","54","Durrett Lane (Near Road)","1","100.0000","88101","PM2.5 - Local Conditions","31140","Louisville/Jefferson County, KY-IN","21","Kentucky","111","Jefferson","38.1936","-85.7119"
"02/09/2023","AirNow","211110075","3","9.4","ug/m3 LC","39","Durrett Lane (Near Road)","1","100.0000","88101","PM2.5 - Local Conditions","31140","Louisville/Jefferson County, KY-IN","21","Kentucky","111","Jefferson","38.1936","-85.7119"
"02/10/2023","AirNow","211110075","3","10.1","ug/m3 LC","42","Durrett Lane (Near Road)","1","100.0000","88101","PM2.5 - Local Conditions","31140","Louisville/Jefferson County, KY-IN","21","Kentucky","111","Jefferson","38.1936","-85.7119"
"02/11/2023","AirNow","211110075","3","14.3","ug/m3 LC","56","Durrett Lane (Near Road)","1","100.0000","88101","PM2.5 - Local Conditions","31140","Louisville/Jefferson County, KY-IN","21","Kentucky","111","Jefferson","38.1936","-85.7119"
"02/12/2023","AirNow","211110075","3","11.2","ug/m3 LC","47","Durrett Lane (Near Road)","1","100.0000","88101","PM2.5 - Local Conditions","31140","Louisville/Jefferson County, KY-IN","21","Kentucky","111","Jefferson","38.1936","-85.7119"
"02/13/2023","AirNow","211110075","3","11.8","ug/m3 LC","49","Durrett Lane (Near Road)","1","100.0000","88101","PM2.5 - Local Conditions","31140","Louisville/Jefferson County, KY-IN","21","Kentucky","111","Jefferson","38.1936","-85.7119"
"02/14/2023","AirNow","211110075","3","14.3","ug/m3 LC","56","Durrett Lane (Near Road)","1","100.0000","88101","PM2.5 - Local Conditions","31140","Louisville/Jefferson County, KY-IN","21","Kentucky","111","Jefferson","38.1936","-85.7119"
"02/15/2023","AirNow","211110075","3","10.7","ug/m3 LC","45","Durrett Lane (Near Road)","1","100.0000","88101","PM2.5 - Local Conditions","31140","Louisville/Jefferson County, KY-IN","21","Kentucky","111","Jefferson","38.1936","-85.7119"
"02/16/2023","AirNow","211110075","3","7.3","ug/m3 LC","30","Durrett Lane (Near Road)","1","100.0000","88101","PM2.5 - Local Conditions","31140","Louisville/Jefferson County, KY-IN","21","Kentucky","111","Jefferson","38.1936","-85.7119"
"02/17/2023","AirNow","211110075","3","4","ug/m3 LC","17","Durrett Lane (Near Road)","1","100.0000","88101","PM2.5 - Local Conditions","31140","Louisville/Jefferson County, KY-IN","21","Kentucky","111","Jefferson","38.1936","-85.7119"
"02/18/2023","AirNow","211110075","3","8.2","ug/m3 LC","34","Durrett Lane (Near Road)","1","100.0000","88101","PM2.5 - Local Conditions","31140","Louisville/Jefferson County, KY-IN","21","Kentucky","111","Jefferson","38.1936","-85.7119"
"02/19/2023","AirNow","211110075","3","5.8","ug/m3 LC","24","Durrett Lane (Near Road)","1","100.0000","88101","PM2.5 - Local Conditions","31140","Louisville/Jefferson County, KY-IN","21","Kentucky","111","Jefferson","38.1936","-85.7119"
"02/20/2023","AirNow","211110075","3","12.1","ug/m3 LC","51","Durrett Lane (Near Road)","1","100.0000","88101","PM2.5 - Local Conditions","31140","Louisville/Jefferson County, KY-IN","21","Kentucky","111","Jefferson","38.1936","-85.7119"
"02/21/2023","AirNow","211110075","3","7.1","ug/m3 LC","30","Durrett Lane (Near Road)","1","100.0000","88101","PM2.5 - Local Conditions","31140","Louisville/Jefferson County, KY-IN","21","Kentucky","111","Jefferson","38.1936","-85.7119"
"02/22/2023","AirNow","211110075","3","8.3","ug/m3 LC","35","Durrett Lane (Near Road)","1","100.0000","88101","PM2.5 - Local Conditions","31140","Louisville/Jefferson County, KY-IN","21","Kentucky","111","Jefferson","38.1936","-85.7119"
"02/23/2023","AirNow","211110075","3","6.8","ug/m3 LC","28","Durrett Lane (Near Road)","1","100.0000","88101","PM2.5 - Local Conditions","31140","Louisville/Jefferson County, KY-IN","21","Kentucky","111","Jefferson","38.1936","-85.7119"
"02/24/2023","AirNow","211110075","3","8.9","ug/m3 LC","37","Durrett Lane (Near Road)","1","100.0000","88101","PM2.5 - Local Conditions","31140","Louisville/Jefferson County, KY-IN","21","Kentucky","111","Jefferson","38.1936","-85.7119"
"02/25/2023","AirNow","211110075","3","9.9","ug/m3 LC","41","Durrett Lane (Near Road)","1","100.0000","88101","PM2.5 - Local Conditions","31140","Louisville/Jefferson County, KY-IN","21","Kentucky","111","Jefferson","38.1936","-85.7119"
"02/26/2023","AirNow","211110075","3","15.8","ug/m3 LC","59","Durrett Lane (Near Road)","1","100.0000","88101","PM2.5 - Local Conditions","31140","Louisville/Jefferson County, KY-IN","21","Kentucky","111","Jefferson","38.1936","-85.7119"
"02/27/2023","AirNow","211110075","3","12","ug/m3 LC","50","Durrett Lane (Near Road)","1","100.0000","88101","PM2.5 - Local Conditions","31140","Louisville/Jefferson County, KY-IN","21","Kentucky","111","Jefferson","38.1936","-85.7119"
